,PROPERTY_ID,PROPERTY_TYPE,BEDROOMS,BATHROOMS,SQUARE_FOOTAGE,LOT_SIZE,TAX_2024,EVENT_DATE,EVENT_PRICE,STATE,CITY,ZIP_CODE,PROPERTY_AGE
2495,"14748-Endsley-Turn,-Woodbridge,-VA-22193",Townhouse,3.0,2.0,1750.0,1307.0,3380.0,2020-10-28,250000.0,VA,Woodbridge,22193,49
2496,"8700-Sw-Shetland-Ct,-Beaverton,-OR-97008",Single Family,3.0,3.0,2070.0,6970.0,6383.0,1989-10-23,92000.0,OR,Beaverton,97008,48
2497,"9520-E-Kedron-Dr,-Hereford,-AZ-85615",Manufactured,3.0,2.0,910.0,43560.0,199.0,2004-05-27,38500.0,AZ,Hereford,85615,44
2498,"259-Wardell-Ave-SW,-Palm-Bay,-FL-32908",Single Family,3.0,2.0,952.0,10019.0,324.0,1995-08-30,48000.0,FL,Palm Bay,32908,42
2499,"122-Ridge-Rd,-Albert-Lea,-MN-56007",Single Family,3.0,1.0,2672.0,13199.0,3739.0,2022-09-19,237500.0,MN,Albert Lea,56007,75
2500,"29-Lowell-Ave,-Watertown,-MA-02472",Single Family,1.0,1.0,1312.0,5225.0,7955.0,2013-06-27,400000.0,MA,Watertown,2472,101
2501,"3617-Dunnica-Ave,-Saint-Louis,-MO-63116",Single Family,3.0,1.0,1025.0,2351.0,1107.0,2015-10-08,38000.0,MO,Saint Louis,63116,87
2502,"12467-Tejas-Ct,-Rancho-Cucamonga,-CA-91739",Single Family,3.0,2.5,2905.0,16469.0,8630.0,2010-12-22,599000.0,CA,Rancho Cucamonga,91739,23
2503,"12900-Skyline-Blvd,-Oakland,-CA-94619",Single Family,4.0,2.5,2890.0,69819.0,21564.0,2013-07-22,1276000.0,CA,Oakland,94619,67
2504,"629-Wood-St,-Piqua,-OH-45356",Single Family,2.0,1.0,1070.0,5663.0,663.0,2023-12-20,52000.0,OH,Piqua,45356,106
2505,"5606-Phillips-Bridge-Rd,-Winston-Salem,-NC-27104",Single Family,3.0,2.5,1684.0,24829.0,1878.0,2021-03-16,112500.0,NC,Winston Salem,27104,39
2506,"16795-Saint-George-Way,-Moreno-Valley,-CA-92551",Single Family,4.0,3.0,2160.0,11761.0,6401.0,2004-07-19,365000.0,CA,Moreno Valley,92551,35
2507,"507-Quillian-Ave,-Decatur,-GA-30032",Single Family,4.0,3.0,2362.0,9583.0,3739.0,2017-04-21,399900.0,GA,Decatur,30032,9
2508,"633-Clinton-Dr,-Newport-News,-VA-23605",Single Family,2.0,1.0,885.0,13068.0,2036.0,2024-04-30,207000.0,VA,Newport News,23605,86
2509,"24-Peterborough-St,-Apt-A,-Boston,-MA-02215",Condo,1.0,1.0,763.0,763.0,4212.0,2007-02-06,1.0,MA,Boston,2215,126
2510,"274-N-Oak-St,-Massapequa,-NY-11758",Single Family,3.0,2.5,2795.0,7000.0,5731.0,1994-04-18,240000.0,NY,Massapequa,11758,44
2511,"2128-Ne-25th-Ter,-Cape-Coral,-FL-33909",Single Family,3.0,2.0,1783.0,10000.0,3564.0,2017-08-16,185000.0,FL,Cape Coral,33909,23
2512,"2555-Hampton-Rd,-Unit-3209,-Henderson,-NV-89052",Condo,2.0,2.5,1736.0,8276.0,3739.0,2018-06-20,360000.0,NV,Henderson,89052,19
2513,"237-Stoneybrook-Dr,-Marietta,-GA-30062",Single Family,3.0,2.0,1349.0,7120.0,3739.0,2024-02-05,334000.0,GA,Marietta,30062,70
2514,"2773-Quartz-Dr,-Troy,-MI-48085",Single Family,3.0,1.5,1742.0,9148.0,3739.0,2004-03-09,206000.0,MI,Troy,48085,53
2515,"1734-Michigan-St,-Oshkosh,-WI-54902",Single Family,4.0,2.0,1344.0,21600.0,3542.0,2009-07-30,109900.0,WI,Oshkosh,54902,98
2516,"312-Lime-St,-Dupo,-IL-62239",Single Family,3.0,1.0,792.0,6970.0,3739.0,2018-07-25,60000.0,IL,Dupo,62239,76
2517,"4041-Lambert-Trl,-Vestavia,-AL-35242",Single Family,4.0,4.5,2961.0,8276.0,3739.0,2004-04-06,553125.0,AL,Vestavia,35242,22
2518,"1049-Sturbridge-Ln,-Davison,-MI-48423",Single Family,3.0,3.0,1307.0,8276.0,3739.0,2018-09-25,169000.0,MI,Davison,48423,24
2519,"233-Brown-St,-Unit-1,-Philadelphia,-PA-19123",Townhouse,2.0,2.5,1170.0,436.0,3739.0,2018-01-29,355000.0,PA,Philadelphia,19123,106
2520,"245-Winter-Ridge-Blvd,-Winter-Haven,-FL-33881",Condo,2.0,2.0,1073.0,1140.0,2611.0,2022-07-15,140000.0,FL,Winter Haven,33881,34
2521,"604-Deep-River-Way,-Waxhaw,-NC-28173",Single Family,4.0,3.5,2871.0,8146.0,3470.0,2022-03-07,502500.0,NC,Waxhaw,28173,5
2522,"1136-Barleys-Pass,-Lexington,-KY-40511",Single Family,4.0,2.5,2296.0,4892.0,2994.0,2021-08-30,242097.0,KY,Lexington,40511,5
2523,"20-2nd-St,-Unit-422,-Cambridge,-MA-02141",Condo,2.0,2.0,1101.0,8276.0,5809.0,2010-06-25,569000.0,MA,Cambridge,2141,20
2524,"521-Freetown-Rd,-Hodges,-SC-29653",Single Family,3.0,3.0,2671.0,362855.0,3739.0,2023-04-10,384000.0,SC,Hodges,29653,40
2525,"5668-Correll-Dr,-Apt-103,-Ferndale,-WA-98248",Condo,2.0,2.0,1100.0,1165.0,3739.0,2019-03-19,194600.0,WA,Ferndale,98248,21
2526,"6845-Britton-Ave,-Cincinnati,-OH-45227",Single Family,3.0,2.0,1031.0,4095.0,3210.0,2007-02-09,82900.0,OH,Cincinnati,45227,21
2527,"4033-N-Marmora-Ave,-Chicago,-IL-60634",Apartment,4.0,2.0,1940.0,3750.0,3739.0,2021-02-25,370000.0,IL,Chicago,60634,110
2528,"6980-S-Sweetbush-Ave,-Tucson,-AZ-85756",Single Family,3.0,3.0,2842.0,5265.0,3165.0,2008-08-01,242990.0,AZ,Tucson,85756,19
2529,"11761-Malagon-Dr,-Fontana,-CA-92337",Single Family,5.0,2.5,1892.0,3600.0,6861.0,1990-12-14,176000.0,CA,Fontana,92337,37
2530,"1629-L-St-NE,-Unit-105,-Washington,-DC-20002",Condo,1.0,1.0,636.0,210.0,2418.0,2015-02-04,241000.0,DC,Washington,20002,16
2531,"692-Hitchcock-Way,-High-Point,-NC-27265",Single Family,3.0,2.5,2494.0,20038.0,2261.0,2020-08-27,185000.0,NC,High Point,27265,23
2532,"4204-Surfside-Ct,-Port-Charlotte,-FL-33948",Single Family,3.0,2.0,1574.0,10000.0,3739.0,2022-05-06,500000.0,FL,Port Charlotte,33948,45
2533,"3205-Ridge-Ave,-Philadelphia,-PA-19132",Land,3.0,2.0,2280.0,1204.0,507.0,2009-05-01,10600.0,PA,Philadelphia,19132,111
2534,"10799-Gates-St,-Adelanto,-CA-92301",Single Family,3.0,2.5,1654.0,7194.0,2584.0,2018-07-24,170000.0,CA,Adelanto,92301,34
2535,"750-S-Seminole-Dr,-Chattanooga,-TN-37412",Single Family,4.0,2.5,1434.0,10407.0,2379.0,2024-11-01,375000.0,TN,Chattanooga,37412,21
2536,"8025-Waterview-Ct,-Frederick,-MD-21701",Single Family,4.0,3.0,1644.0,2975.0,3739.0,2021-09-20,340000.0,MD,Frederick,21701,38
2537,"474-E-Alluvial-Ave,-Unit-193,-Fresno,-CA-93720",Single Family,2.0,2.0,1025.0,4050.0,1278.0,2012-02-23,84900.0,CA,Fresno,93720,42
2538,"2734-Atwood-Ter,-Columbus,-OH-43211",Single Family,3.0,1.0,1039.0,5706.0,3739.0,2024-11-20,190000.0,OH,Columbus,43211,78
2539,"430-N-15th-Ave,-Broken-Bow,-NE-68822",Single Family,3.0,1.0,1254.0,10388.0,2321.0,2014-06-02,124900.0,NE,Broken Bow,68822,65
2540,"633-Ascension-Dr-W,-West-Mifflin,-PA-15122",Single Family,3.0,1.0,972.0,7500.0,2090.0,1993-10-26,37000.0,PA,West Mifflin,15122,77
2541,"5300-S-Atlantic-Ave,-Apt-10503,-New-Smyrna-Beach,-FL-32169",Condo,3.0,2.0,1601.0,8276.0,3029.0,2021-04-07,318000.0,FL,New Smyrna Beach,32169,20
2542,"11775-Silver-Hill-Dr,-Jacksonville,-FL-32218",Single Family,3.0,2.0,1705.0,12183.0,1495.0,2010-06-28,130000.0,FL,Jacksonville,32218,16
2543,"25624-Scenic-Dr,-Idyllwild,-CA-92549",Manufactured,4.0,2.0,2388.0,21344.0,4297.0,2024-08-05,400000.0,CA,Idyllwild,92549,20
2544,"11922-Bellaire-St,-Apt-F,-Thornton,-CO-80233",Condo,2.0,2.0,942.0,43560.0,2143.0,2021-04-28,245000.0,CO,Thornton,80233,44
2545,"174-Mount-Marie-Ave-NW,-Canton,-OH-44708",Single Family,3.0,1.5,1864.0,11748.0,3739.0,2024-05-29,236000.0,OH,Canton,44708,67
2546,"2545-Bienville-St,-New-Orleans,-LA-70119",Single Family,3.0,4.0,1584.0,3024.0,3739.0,2016-08-03,97500.0,LA,New Orleans,70119,9
2547,"308-Blue-Water-Ct,-Unit-202,-Glen-Burnie,-MD-21060",Condo,2.0,2.0,820.0,821.0,3739.0,2022-07-26,190000.0,MD,Glen Burnie,21060,26
2548,"108-Elizabeth-Dr,-Butler,-PA-16001",Single Family,3.0,1.0,960.0,11326.0,1946.0,2021-06-30,193000.0,PA,Butler,16001,62
2549,"2531-Abelwood-Rd,-Charlotte,-NC-28216",Single Family,2.0,1.0,975.0,8218.0,3739.0,2020-12-02,125000.0,NC,Charlotte,28216,63
2550,"520-Winton-St,-Philadelphia,-PA-19148",Single Family,3.0,1.0,794.0,680.0,3739.0,1988-12-01,15069.0,PA,Philadelphia,19148,106
2551,"1709-Washington-St,-Omaha,-NE-68107",Single Family,2.0,1.0,681.0,6854.0,1447.0,2021-08-25,138000.0,NE,Omaha,68107,82
2552,"1317-Barry-Rd,-Anniston,-AL-36206",Single Family,3.0,1.0,1815.0,15769.0,531.0,2022-07-18,145500.0,AL,Anniston,36206,38
2553,"6553-Chinatown-St,-Las-Vegas,-NV-89166",Single Family,4.0,2.5,2908.0,4356.0,3739.0,2023-07-31,510000.0,NV,Las Vegas,89166,18
2554,"20926-Sandstone-Sq,-Sterling,-VA-20165",Single Family,3.0,3.5,3015.0,3049.0,5296.0,2020-05-27,500000.0,VA,Sterling,20165,36
2555,"123-W-Kingfisher-Way,-Lavallette,-NJ-08735",Single Family,2.0,1.0,560.0,1742.0,3739.0,2010-06-28,272000.0,NJ,Lavallette,8735,11
2556,"2406-Ellsworth-Way,-Apt-1B,-Frederick,-MD-21702",Condo,2.0,2.0,1148.0,1148.0,3739.0,2020-08-28,179900.0,MD,Frederick,21702,33
2557,"4225-Domain-Ct,-Melbourne,-FL-32934",Single Family,4.0,3.0,2699.0,14810.0,3739.0,2021-08-31,632900.0,FL,Melbourne,32934,5
2558,"3008-N-Narrows-Dr,-Unit-A102,-Tacoma,-WA-98407",Condo,2.0,2.0,1014.0,3947.0,3775.0,2020-10-22,325000.0,WA,Tacoma,98407,36
2559,"915-N-Singleton-Ave,-Titusville,-FL-32796",Single Family,3.0,2.0,1176.0,8276.0,898.0,1992-11-30,61500.0,FL,Titusville,32796,61
2560,"135-Deep-Forest-Ln,-Fayetteville,-GA-30215",Multi-Family,3.0,2.0,1712.0,17860.0,3521.0,2020-08-24,168100.0,GA,Fayetteville,30215,46
2561,"1538-Se-57th-Ave,-Portland,-OR-97215",Single Family,2.0,2.0,1769.0,5000.0,7692.0,2022-08-10,690000.0,OR,Portland,97215,94
2562,"3404-Rosemont-Ridge-Rd,-Tallahassee,-FL-32312",Single Family,4.0,2.0,1956.0,15682.0,5820.0,2022-02-24,435000.0,FL,Tallahassee,32312,5
2563,"94-Hamilton-St,-Providence,-RI-02907",Multi-Family,6.0,3.0,2858.0,5000.0,5745.0,2017-08-28,232000.0,RI,Providence,2907,116
2564,"1450-Pineburke-Ln,-Fort-Pierce,-FL-34947",Single Family,3.0,2.0,1584.0,22651.0,1737.0,2004-05-21,150000.0,FL,Fort Pierce,34947,41
2565,"611-S-Lewis-St,-Glasgow,-KY-42141",Unknown,3.0,2.0,1584.0,8276.0,3739.0,1996-12-23,19000.0,KY,Glasgow,42141,46
2566,"5090-El-Claro-E,-West-Palm-Beach,-FL-33415",Single Family,3.0,2.0,1086.0,9753.0,4823.0,2021-04-21,302000.0,FL,West Palm Beach,33415,48
2567,"10511-Waterview-Ct,-Tampa,-FL-33615",Condo,1.0,1.0,856.0,8276.0,955.0,2020-07-23,114500.0,FL,Tampa,33615,39
2568,"4612-W-Pleasant-Ln,-Laveen,-AZ-85339",Single Family,3.0,4.0,3334.0,6600.0,2595.0,2007-11-13,262830.0,AZ,Laveen,85339,21
2569,"229-Thornton-St,-Dover,-DE-19901",Single Family,4.0,3.5,2034.0,2614.0,3739.0,2007-11-15,212995.0,DE,Dover,19901,19
2570,"2919-N-Harlem-Ave,-Apt-410,-Chicago,-IL-60707",Condo,3.0,2.0,1584.0,37124.0,3739.0,2018-08-13,215000.0,IL,Chicago,60707,26
2571,"549-Ballwood-Dr,-Ballwin,-MO-63021",Single Family,3.0,2.0,1310.0,10293.0,3640.0,2020-03-04,205500.0,MO,Ballwin,63021,54
2572,"18-Camphor-S,-Irvine,-CA-92612",Single Family,2.0,2.0,1224.0,2902.0,3739.0,2024-04-05,1100000.0,CA,Irvine,92612,52
2573,"2232-Cross-St,-Philadelphia,-PA-19146",Land,3.0,1.0,1050.0,672.0,2730.0,2022-08-29,195000.0,PA,Philadelphia,19146,4
2574,"118-Parklane-Dr,-Canonsburg,-PA-15317",Single Family,3.0,2.5,1813.0,10803.0,3517.0,2016-07-06,235000.0,PA,Canonsburg,15317,26
2575,"424-Escalante-Ct,-Saint-Augustine,-FL-32086",Single Family,3.0,2.0,1712.0,10890.0,2313.0,2013-11-21,268850.0,FL,Saint Augustine,32086,14
2576,"2351-Nw-196th-St,-Miami-Gardens,-FL-33056",Single Family,3.0,2.0,2162.0,17470.0,3873.0,1978-07-01,43400.0,FL,Miami Gardens,33056,65
2577,"5621-Dale-Ave,-Saint-Louis,-MO-63110",Single Family,3.0,1.0,768.0,3953.0,3739.0,1985-12-16,12000.0,MO,Saint Louis,63110,117
2578,"3312-Spanish-Wells-Dr,-Unit-47B,-Delray-Beach,-FL-33445",Condo,2.0,2.5,1232.0,8276.0,5337.0,2007-10-19,155000.0,FL,Delray Beach,33445,46
2579,"3312-Spanish-Wells-Dr,-Unit-47B,-Delray-Beach,-FL-33445",Condo,2.0,2.5,1232.0,8276.0,5337.0,2023-06-06,335000.0,FL,Delray Beach,33445,46
2580,"23659-Martha-St,-Woodland-Hills,-CA-91367",Single Family,4.0,2.0,2439.0,7970.0,10383.0,2015-08-28,711007.0,CA,Woodland Hills,91367,66
2581,"41229-N-Stenson-Dr,-San-Tan-Valley,-AZ-85140",Single Family,3.0,2.0,1480.0,6098.0,1411.0,2019-08-13,233000.0,AZ,San Tan Valley,85140,20
2582,"8760-Sw-20th-St,-Miami,-FL-33165",Single Family,3.0,1.0,1242.0,10180.0,5821.0,2025-05-08,715000.0,FL,Miami,33165,68
2583,"14248-Sequoia-Rd,-Canyon-Country,-CA-91387",Single Family,5.0,3.0,2682.0,32118.0,9393.0,2002-12-12,425000.0,CA,Canyon Country,91387,28
2584,"5629-Beech-St,-Zephyrhills,-FL-33542",Single Family,3.0,2.0,1204.0,7270.0,3739.0,2003-12-09,95000.0,FL,Zephyrhills,33542,49
2585,"5704-W-Poinsettia-Dr,-Glendale,-AZ-85304",Single Family,3.0,3.0,2457.0,36368.0,2744.0,2011-06-09,200000.0,AZ,Glendale,85304,49
2586,"149-S-Monroe-St,-Tiffin,-OH-44883",Single Family,4.0,2.5,2392.0,6354.0,3739.0,2021-01-20,45750.0,OH,Tiffin,44883,131
2587,"9746-Clemenza-Way,-Elk-Grove,-CA-95757",Single Family,5.0,3.0,2409.0,5877.0,7922.0,2012-08-31,286000.0,CA,Elk Grove,95757,14
2588,"86-Pine-St,-River-Rouge,-MI-48218",Single Family,3.0,1.0,900.0,3049.0,3739.0,2022-07-01,1354.0,MI,River Rouge,48218,110
2589,"1604-Pine-Creek-Way,-Woodstock,-GA-30188",Single Family,4.0,2.5,3006.0,18569.0,4310.0,1999-08-16,167000.0,GA,Woodstock,30188,41
2590,"1162-Shamrock-Dr,-Campbell,-CA-95008",Single Family,4.0,3.0,2859.0,9075.0,32039.0,2024-05-22,2700000.0,CA,Campbell,95008,78
2591,"73873-Franklin-Ln,-Armada,-MI-48005",Single Family,3.0,1.5,1650.0,10803.0,3739.0,2018-05-31,185000.0,MI,Armada,48005,47
2592,"602-Trisail-Ter,-Wilmington,-NC-28412",Single Family,5.0,4.0,2821.0,8276.0,3696.0,2023-06-28,666500.0,NC,Wilmington,28412,3
2593,"18912-W-Bunker-Rd,-Cheney,-WA-99004",Single Family,1.0,2.0,1120.0,7280.0,3739.0,2010-02-01,43280.0,WA,Cheney,99004,15
2594,"14402-N-26th-Ave,-Phoenix,-AZ-85023",Single Family,3.0,3.0,1654.0,12724.0,2142.0,2006-09-29,111900.0,AZ,Phoenix,85023,43
2595,"8164-Narrow-Leaf-Dr,-Blacklick,-OH-43004",Single Family,3.0,2.5,2263.0,7492.0,3739.0,2020-10-08,345000.0,OH,Blacklick,43004,6
2596,"2101-Sunset-Point-Rd,-Apt-1104,-Clearwater,-FL-33765",Condo,3.0,2.0,1310.0,8276.0,3391.0,2015-02-06,106800.0,FL,Clearwater,33765,53
2597,"2877-Paradise-Rd,-Unit-601,-Las-Vegas,-NV-89109",Condo,3.0,3.0,2805.0,1.0,3739.0,2009-08-20,525000.0,NV,Las Vegas,89109,25
2598,"276-Seahorse-Way,-Panama-City-Beach,-FL-32407",Manufactured,1.0,1.0,660.0,1801.0,2802.0,2008-04-22,128000.0,FL,Panama City Beach,32407,51
2599,"2175-Se-6th-St,-Apt-J,-Pompano-Beach,-FL-33062",Condo,1.0,1.0,468.0,12016.0,1708.0,2024-08-26,120000.0,FL,Pompano Beach,33062,52
2600,"4574-Fishcreek-Rd,-Stow,-OH-44224",Single Family,5.0,3.5,2554.0,16239.0,3739.0,2024-04-22,300000.0,OH,Stow,44224,46
2601,"435-Patricia-Ln,-Hampshire,-IL-60140",Single Family,3.0,2.0,2179.0,12240.0,3739.0,2008-11-25,397000.0,IL,Hampshire,60140,18
2602,"520-Manhasset-Rd,-Charlotte,-NC-28209",Single Family,2.0,2.0,1436.0,15744.0,3739.0,2017-09-29,322000.0,NC,Charlotte,28209,73
2603,"1525-Dixon-Dr,-Saint-Paul-Park,-MN-55071",Single Family,3.0,2.0,1140.0,10054.0,3739.0,2016-06-03,165000.0,MN,Saint Paul Park,55071,64
2604,"1536-Loblolly-Dr,-Manning,-SC-29102",Single Family,3.0,2.0,1700.0,15246.0,3739.0,2021-03-24,145000.0,SC,Manning,29102,18
2605,"2444-Basswood-Dr,-San-Ramon,-CA-94582",Single Family,3.0,2.0,1623.0,3586.0,13674.0,2016-03-11,840000.0,CA,San Ramon,94582,21
2606,"18983-Cherrylawn-St,-Detroit,-MI-48221",Single Family,3.0,1.5,1604.0,5227.0,3739.0,2016-07-21,75678.0,MI,Detroit,48221,85
2607,"707-W-Evelyn-Ave,-Louisville,-KY-40215",Single Family,1.0,1.0,1422.0,3899.0,1454.0,2016-07-25,81500.0,KY,Louisville,40215,91
2608,"600-N-Fairbanks-Ct,-Unit-3501,-Chicago,-IL-60611",Condo,3.0,2.5,1800.0,28984.0,3739.0,2008-03-21,992000.0,IL,Chicago,60611,18
2609,"600-N-Fairbanks-Ct,-Unit-3501,-Chicago,-IL-60611",Condo,3.0,2.5,1800.0,28984.0,3739.0,2021-05-21,1000000.0,IL,Chicago,60611,18
2610,"3037-King-Ct,-Green-Brook,-NJ-08812",Condo,3.0,3.5,1728.0,17860.0,3739.0,2004-06-01,452500.0,NJ,Green Brook,8812,26
2611,"8240-Pine-Crk-E,-Germantown,-TN-38138",Single Family,4.0,2.5,2438.0,13242.0,3739.0,2006-06-06,255000.0,TN,Germantown,38138,47
2612,"909-W-Washington-Pl,-Broken-Arrow,-OK-74012",Single Family,3.0,2.0,1290.0,7579.0,1664.0,2018-07-17,100000.0,OK,Broken Arrow,74012,54
2613,"1520-Hatteras-St,-Pittsburgh,-PA-15212",Single Family,3.0,1.5,1450.0,12400.0,2592.0,2013-07-25,112500.0,PA,Pittsburgh,15212,49
2614,"49-T-St-NE,---1,-Washington,-DC-20002",Condo,3.0,2.5,1596.0,809.0,5717.0,2015-01-13,530000.0,DC,Washington,20002,13
2615,"4287-Sw-Chesapeak-Ave,-Portland,-OR-97239",Single Family,2.0,3.0,3072.0,10000.0,12223.0,2020-11-25,750000.0,OR,Portland,97239,66
2616,"104-Prince-George-St,-Oklahoma-City,-OK-73110",Single Family,3.0,2.0,1777.0,8538.0,2384.0,2021-06-17,154500.0,OK,Oklahoma City,73110,51
2617,"825-Baker-St,-Toledo,-OH-43608",Land,3.0,1.0,1144.0,3300.0,8410.0,2010-09-24,701.0,OH,Toledo,43608,129
2618,"5-Wedgewood,-Irvine,-CA-92620",Single Family,4.0,2.5,2004.0,4966.0,8292.0,2002-06-24,529500.0,CA,Irvine,92620,29
2619,"2523-E-Jackson-St,-Long-Beach,-CA-90810",Single Family,2.0,1.0,1086.0,5389.0,4111.0,2012-04-16,220002.0,CA,Long Beach,90810,85
2620,"45-Zenith-Rd,-Rocky-Point,-NY-11778",Single Family,2.0,1.0,948.0,7841.0,3739.0,2011-11-15,99000.0,NY,Rocky Point,11778,83
2621,"Bandy-Canyon-Rd,-Escondido,-CA-92025",Land,3.0,2.0,1584.0,9923839.0,3739.0,2007-03-28,3150000.0,CA,Escondido,92025,46
2622,"1216-Brampton-Pl,-Lake-Mary,-FL-32746",Single Family,4.0,3.0,2147.0,6276.0,6032.0,2019-08-19,417000.0,FL,Lake Mary,32746,34
2623,"242-Glen-Ave,-Glen-Rock,-NJ-07452",Single Family,3.0,2.0,1531.0,13299.0,3739.0,1999-12-03,330000.0,NJ,Glen Rock,7452,76
2624,"10548-Sw-Visconti-Way,-Port-Saint-Lucie,-FL-34986",Single Family,2.0,2.0,1857.0,7579.0,11816.0,2025-03-06,464900.0,FL,Port Saint Lucie,34986,13
2625,"5-Fen-Way,-Coventry,-RI-02816",Single Family,3.0,2.0,1892.0,308840.0,8915.0,1998-04-10,50000.0,RI,Coventry,2816,27
2626,"6784-Hare-Pointe-Dr,-Arlington,-TN-38002",Single Family,4.0,3.0,2640.0,13939.0,3739.0,2014-05-28,199000.0,TN,Arlington,38002,23
2627,"1163-Stuart-St,-Green-Bay,-WI-54301",Single Family,4.0,1.0,1308.0,9365.0,2133.0,2004-01-12,51000.0,WI,Green Bay,54301,133
2628,"1254-E-Washington-St,-Shreveport,-LA-71104",Single Family,15.0,1.5,1483.0,6316.0,1735.0,2020-04-30,94000.0,LA,Shreveport,71104,56
2629,"2538-26th-St,-Cuyahoga-Falls,-OH-44223",Single Family,5.0,2.0,1596.0,6399.0,3739.0,2019-12-26,142000.0,OH,Cuyahoga Falls,44223,79
2630,"861-Barber-St,-Sebastian,-FL-32958",Single Family,3.0,2.0,1376.0,13504.0,2481.0,2019-07-31,163000.0,FL,Sebastian,32958,36
2631,"6305-Sw-102nd-St,-Pinecrest,-FL-33156",Single Family,3.0,2.0,3399.0,33802.0,13584.0,2013-05-10,842000.0,FL,Pinecrest,33156,66
2632,"1052-Plover-Way,-Oceanside,-CA-92057",Single Family,2.0,2.0,1050.0,1736.0,3941.0,2020-09-23,250000.0,CA,Oceanside,92057,45
2633,"3210-W-End-Cir,-Apt-303,-Nashville,-TN-37203",Condo,3.0,3.5,2610.0,1625.0,5315.0,2016-01-11,625000.0,TN,Nashville,37203,16
2634,"1808-Holmden-Ave,-Cleveland,-OH-44109",Multi-Family,4.0,2.0,2365.0,7500.0,3739.0,1997-04-30,53000.0,OH,Cleveland,44109,126
2635,"301-E-79th-St,-Apt-9S,-New-York,-NY-10075",Condo,1.0,1.0,681.0,8276.0,3739.0,1986-01-14,165000.0,NY,New York,10075,51
2636,"2007-S-Hollywood-St,-Philadelphia,-PA-19145",Single Family,3.0,1.0,1152.0,1573.0,1960.0,2021-12-13,225000.0,PA,Philadelphia,19145,76
2637,"812-100th-Ave-NE,-Apt-102,-Bellevue,-WA-98004",Condo,2.0,1.0,819.0,92109.0,4290.0,2025-01-17,650000.0,WA,Bellevue,98004,60
2638,"1-Looney-Ave,-Salem,-MA-01970",Single Family,3.0,2.5,1638.0,5401.0,3739.0,2012-03-16,230000.0,MA,Salem,1970,69
2639,"275-Murcia-Dr,-Apt-303,-Jupiter,-FL-33458",Condo,1.0,1.0,849.0,43560.0,1004.0,2010-04-16,90000.0,FL,Jupiter,33458,22
2640,"2-Seeley-St,-Danbury,-CT-06810",Single Family,4.0,2.5,1718.0,7405.0,3739.0,2006-03-28,275000.0,CT,Danbury,6810,226
2641,"6843-Pera-Dr,-Rancho-Murieta,-CA-95683",Single Family,4.0,2.0,1942.0,15399.0,3439.0,2000-12-20,215000.0,CA,Rancho Murieta,95683,47
2642,"113-Ridge-Ave,-Clover,-SC-29710",Single Family,3.0,1.5,1582.0,43560.0,7112.0,2023-04-18,245000.0,SC,Clover,29710,56
2643,"28222-Red-Stone-Ln,-Escondido,-CA-92026",Single Family,3.0,2.0,1772.0,10788.0,7079.0,2018-11-19,520000.0,CA,Escondido,92026,41
2644,"2112-Jacaranda-Ct,-San-Bernardino,-CA-92404",Condo,2.0,1.5,1238.0,1500.0,1658.0,2009-10-20,94000.0,CA,San Bernardino,92404,48
2645,"335-S-Dorsey-Ln,-Louisville,-KY-40223",Condo,3.0,2.0,1379.0,826333.0,1962.0,2016-10-20,150100.0,KY,Louisville,40223,19
2646,"924-5th-St,-Apt-10,-Santa-Monica,-CA-90403",Condo,3.0,3.0,1073.0,7496.0,3739.0,2009-02-13,715000.0,CA,Santa Monica,90403,65
2647,"67-Poplar-St,-Blairsville,-PA-15717",Single Family,2.0,2.0,1584.0,7204.0,853.0,2022-07-29,104400.0,PA,Blairsville,15717,46
2648,"943-Copper-Creek-Trl,-Gibsonia,-PA-15044",Single Family,3.0,2.0,1739.0,12506.0,6037.0,2023-02-15,402343.0,PA,Gibsonia,15044,3
2649,"193-La-Boca-Rd,-San-Jacinto,-CA-92582",Single Family,5.0,3.0,3006.0,7840.0,2465.0,2020-07-24,167000.0,CA,San Jacinto,92582,22
2650,"230-Ransom-Trce,-Georgetown,-KY-40324",Single Family,3.0,2.0,1564.0,10668.0,3739.0,2013-08-07,146000.0,KY,Georgetown,40324,21
2651,"712-Regents-Way,-Mobile,-AL-36609",Single Family,3.0,2.5,2224.0,43560.0,1248.0,2002-07-02,168900.0,AL,Mobile,36609,55
2652,"10900-Sw-40th-Ter,-Miami,-FL-33165",Single Family,2.0,1.0,1352.0,7500.0,8156.0,2022-02-08,530000.0,FL,Miami,33165,70
2653,"1633-Palm-Ave,-Corning,-CA-96021",Single Family,3.0,1.0,1104.0,9661.0,1401.0,2009-10-16,105000.0,CA,Corning,96021,43
2654,"87-Grove-St,-Montclair,-NJ-07042",Single Family,3.0,2.0,2226.0,4160.0,3739.0,2003-03-27,260000.0,NJ,Montclair,7042,124
2655,"1334-Magnolia-Ave,-San-Carlos,-CA-94070",Single Family,3.0,3.0,2100.0,7524.0,9350.0,1996-10-18,346000.0,CA,San Carlos,94070,98
2656,"3813-Rexmere-Rd,-Baltimore,-MD-21218",Single Family,3.0,1.5,1200.0,1900.0,3739.0,2021-06-28,212100.0,MD,Baltimore,21218,79
